Date,Open,High,Low,Close,Adj Close,Volume
2016-09-09,104.639999,105.720001,103.129997,103.129997,100.183022,46557000
2016-09-12,102.650002,105.720001,102.529999,105.440002,102.42701,45292800
2016-09-13,107.510002,108.790001,107.239998,107.949997,104.865273,62176200
2016-09-14,108.730003,113.029999,108.599998,111.769997,108.576126,110888700
2016-09-15,113.860001,115.730003,113.489998,115.57,112.26754,89983600
2016-09-16,115.120003,116.129997,114.040001,114.91999799999999,111.636124,79886900
2016-09-19,115.190002,116.18,113.25,113.58000200000001,110.334419,47023000
2016-09-20,113.050003,114.120003,112.510002,113.57,110.324692,34514300
2016-09-21,113.849998,113.989998,112.440002,113.550003,110.305275,36003200
2016-09-22,114.349998,114.940002,114.0,114.620003,111.344696,31074000
2016-09-23,114.41999799999999,114.790001,111.550003,112.709999,109.489258,52481200
2016-09-26,111.639999,113.389999,111.550003,112.879997,109.65441100000001,29869400
2016-09-27,113.0,113.18,112.339996,113.089996,109.858406,24607400
2016-09-28,113.690002,114.639999,113.43,113.949997,110.69384,29641100
2016-09-29,113.160004,113.800003,111.800003,112.18,108.97440300000001,35887000
2016-09-30,112.459999,113.370003,111.800003,113.050003,109.81955,36379100
2016-10-03,112.709999,113.050003,112.279999,112.519997,109.30468799999998,21701800
2016-10-04,113.059998,114.309998,112.629997,113.0,109.770973,29736800
2016-10-05,113.400002,113.660004,112.690002,113.050003,109.81955,21453100
2016-10-06,113.699997,114.339996,113.129997,113.889999,110.635551,28779300
2016-10-07,114.309998,114.559998,113.510002,114.059998,110.80068200000001,24358400
2016-10-10,115.019997,116.75,114.720001,116.050003,112.733818,36236000
2016-10-11,117.699997,118.690002,116.199997,116.300003,112.976685,64041000
2016-10-12,117.349998,117.980003,116.75,117.339996,113.98696899999999,37586800
2016-10-13,116.790001,117.440002,115.720001,116.980003,113.637253,35192400
2016-10-14,117.879997,118.16999799999999,117.129997,117.629997,114.26866100000001,35652200
2016-10-17,117.33000200000001,117.839996,116.779999,117.550003,114.190964,23624900
2016-10-18,118.18,118.209999,117.449997,117.470001,114.113251,24553500
2016-10-19,117.25,117.760002,113.800003,117.120003,113.773247,20034600
2016-10-20,116.860001,117.379997,116.33000200000001,117.059998,113.71495800000001,24125800
2016-10-21,116.809998,116.910004,116.279999,116.599998,113.268097,23192700
2016-10-24,117.099998,117.739998,117.0,117.650002,114.288109,23538700
2016-10-25,117.949997,118.360001,117.309998,118.25,114.870956,48129000
2016-10-26,114.309998,115.699997,113.309998,115.589996,112.286957,66134200
2016-10-27,115.389999,115.860001,114.099998,114.480003,111.20868700000001,34562000
2016-10-28,113.870003,115.209999,113.449997,113.720001,110.470398,37861700
2016-10-31,113.650002,114.230003,113.199997,113.540001,110.29553999999999,26419400
2016-11-01,113.459999,113.769997,110.529999,111.489998,108.30413100000001,43825800
2016-11-02,111.400002,112.349998,111.230003,111.589996,108.401276,28331700
2016-11-03,110.980003,111.459999,109.550003,109.83000200000001,107.239349,26932600
2016-11-04,108.529999,110.25,108.110001,108.839996,106.272697,30837000
2016-11-07,110.08000200000001,110.510002,109.459999,110.410004,107.805664,32560000
2016-11-08,110.309998,111.720001,109.699997,111.059998,108.44031499999998,24054500
2016-11-09,109.879997,111.32,108.050003,110.879997,108.264572,59176400
2016-11-10,111.089996,111.089996,105.83000200000001,107.790001,105.24746699999999,57134500
2016-11-11,107.120003,108.870003,106.550003,108.43,105.872368,34094100
2016-11-14,107.709999,107.809998,104.08000200000001,105.709999,103.216522,51175500
2016-11-15,106.57,107.68,106.160004,107.110001,104.583504,32264500
2016-11-16,106.699997,110.230003,106.599998,109.989998,107.39556100000001,58840500
2016-11-17,109.809998,110.349998,108.83000200000001,109.949997,107.35650600000001,27632000
2016-11-18,109.720001,110.540001,109.660004,110.059998,107.463921,28428900
2016-11-21,110.120003,111.989998,110.010002,111.730003,109.094528,29264600
2016-11-22,111.949997,112.41999799999999,111.400002,111.800003,109.162872,25965500
2016-11-23,111.360001,111.510002,110.33000200000001,111.230003,108.606323,27426400
2016-11-25,111.129997,111.870003,110.949997,111.790001,109.153107,11475900
2016-11-28,111.43,112.470001,111.389999,111.57,108.938301,27194000
2016-11-29,110.779999,112.029999,110.07,111.459999,108.830894,28528800
2016-11-30,111.599998,112.199997,110.269997,110.519997,107.913071,36162300
2016-12-01,110.370003,110.940002,109.029999,109.489998,106.90735600000001,37086900
2016-12-02,109.16999799999999,110.089996,108.849998,109.900002,107.307686,26528000
2016-12-05,110.0,110.029999,108.25,109.110001,106.53631599999999,34324500
2016-12-06,109.5,110.360001,109.190002,109.949997,107.35650600000001,26195500
2016-12-07,109.260002,111.190002,109.160004,111.029999,108.41103400000001,29998700
2016-12-08,110.860001,112.43,110.599998,112.120003,109.475334,27068300
2016-12-09,112.309998,114.699997,112.309998,113.949997,111.26215400000001,34402600
2016-12-12,113.290001,115.0,112.489998,113.300003,110.627495,26374400
2016-12-13,113.839996,115.91999799999999,113.75,115.190002,112.472916,43733800
2016-12-14,115.040001,116.199997,114.980003,115.190002,112.472916,34031800
2016-12-15,115.379997,116.730003,115.230003,115.82,113.088043,46524500
2016-12-16,116.470001,116.5,115.650002,115.970001,113.23451200000001,44351100
2016-12-19,115.800003,117.379997,115.75,116.639999,113.88871,27779400
2016-12-20,116.739998,117.5,116.68,116.949997,114.191406,21425000
2016-12-21,116.800003,117.400002,116.779999,117.059998,114.298805,23783200
2016-12-22,116.349998,116.510002,115.639999,116.290001,113.546967,26085900
2016-12-23,115.589996,116.519997,115.589996,116.519997,113.77153,14181200
2016-12-27,116.519997,117.800003,116.489998,117.260002,114.49408700000001,18296900
2016-12-28,117.519997,118.019997,116.199997,116.760002,114.005882,20905900
2016-12-29,116.449997,117.110001,116.400002,116.730003,113.97658500000001,15039500
2016-12-30,116.650002,117.199997,115.43,115.82,113.088043,30586300
